"polarfreq","homofreq","polarex","homoex","educ_freqgrp_grp","educ_extgrp_grp","educ_freqdis_grp","educ_extdis_grp","gender_freqgrp_grp","gender_extgrp_grp","gender_freqdis_grp","gender_extdis_grp","income_freqgrp_grp","income_extgrp_grp","income_freqdis_grp","income_extdis_grp","triple_freqgrp_grp","triple_extgrp_grp","triple_freqdis_grp","triple_extdis_grp"
-0.0471318898566047,0.04259519195305,-0.0435220400508928,0.0164534948438331,0.0830448987481627,0.0163207072506467,0.0848154139516418,0.0573518289225215,0.660902468740859,0.621445063195743,1,0.705551191789869,0.0771994755656904,0.0464058689512228,0.0276449625501369,0.0301007948604968,0.222164768249507,0.168983358747576,0.215186171300205,0.168772303165109
-0.0674849776425999,0.058340190515506,-0.121014405809867,0.0600283039429786,0.0333576553895297,0.0124993742786147,0.0442732277967995,0.0695251126983619,0.607782509463109,0.836673626513881,0.705551191789869,1,0.045059973363465,0.0581590754244809,0.0126032652899789,0.091338494935619,0.20449899172155,0.210576701413891,0.206174779541494,0.230176963945082
-0.0580341677183495,-0.0285784480873589,-0.0177230898200484,-0.0355060457620051,0.166945678602583,0.104376873373389,0.113085026860357,0.0822956778769098,0.0889876991171305,0.0643605943865727,0.0771994755656904,0.045059973363465,1,0.719687621331628,0.596213046543774,0.525097059510582,0.325893710092222,0.208668918409695,0.241571105412578,0.200911322344997
-0.0352155170605334,-0.04548189823719,-0.0186230052677325,-0.0256538123345123,0.102822237351792,0.128233006983261,0.117190578497406,0.129033856312057,0.075027770563895,0.078270473210655,0.0464058689512228,0.0581590754244809,0.719687621331628,1,0.573710724478345,0.73319151795471,0.201825570036106,0.285056622778476,0.187894614118596,0.278096693815383
-0.0280452221231813,-0.00360057551724249,0.0277635923322709,0.0107939763757798,0.0311389812979186,0.0425050616725089,0.0990346441908218,0.0847914739543433,0.0109519594719612,0.0120199937190473,0.0276449625501369,0.0126032652899789,0.596213046543774,0.573710724478345,1,0.717009990902085,0.135031494232455,0.139994429954987,0.171778290183111,0.162811542230225
-0.0409608741614913,0.00030302145615342,-0.0301566417848477,0.0547318697350358,0.0631329015053498,0.0880118893098327,0.109796602551916,0.162539248331534,0.0387740974324233,0.0772186261286946,0.0301007948604968,0.091338494935619,0.525097059510582,0.73319151795471,0.717009990902085,1,0.16213438123487,0.241266302673726,0.167742758587004,0.28474342453843
-0.0199405648909272,0.0303398709045624,-0.000107161112828941,0.0828039332842352,0.30001176950324,0.236338596614588,0.17613906887025,0.176815831014496,0.364888934528218,0.239484781594584,0.222164768249507,0.20449899172155,0.325893710092222,0.201825570036106,0.135031494232455,0.16213438123487,1,0.719921937556364,0.801941068746435,0.687847115531258
-0.014505474647364,0.0520145092271894,-0.0404121144977771,0.121068292399921,0.225266567809113,0.359313145975726,0.20878131675635,0.309625368748098,0.240818787705036,0.262957569204298,0.168983358747576,0.210576701413891,0.208668918409695,0.285056622778476,0.139994429954987,0.241266302673726,0.719921937556364,1,0.677175486375791,0.954584773144132
-0.0259641966098293,0.0614711795259144,0.0118282081684414,0.0980914682146098,0.204147359106735,0.205409027383865,0.202965552215904,0.179831885595718,0.28360270517458,0.215831257283243,0.215186171300205,0.206174779541494,0.241571105412578,0.187894614118596,0.171778290183111,0.167742758587004,0.801941068746435,0.677175486375791,1,0.7197853099861
-0.0149039203120717,0.0833077679539228,-0.0493161925816497,0.149085137009913,0.183892266668477,0.320711747697052,0.210630072168102,0.323727181326763,0.231175883875795,0.258025695952225,0.168772303165109,0.230176963945082,0.200911322344997,0.278096693815383,0.162811542230225,0.28474342453843,0.687847115531258,0.954584773144132,0.7197853099861,1
